#  T(K)  <E>    <|M|>     Szi    C(Sz)    Sxi    C(Sx)   Z1X2    X1Z2    Bell
#  ---  ------  -----    -----   -----   -----   -----   -----  ------   -----
  1.92  -0.910   0.934   0.009   0.009   0.898   0.001   0.789   0.845  -0.310  
  1.92  -0.911   0.935   0.010   0.009   0.900   0.001   0.899   0.828  -0.462  
  1.91  -0.904   0.936   0.010   0.008   0.902   0.001   0.866   0.793  -0.411  
  1.91  -0.900   0.937   0.010   0.009   0.901   0.001   0.865   0.883  -0.411  
  1.90  -0.912   0.938   0.009   0.009   0.906   0.001   0.813   0.851  -0.331  
  1.90  -0.902   0.939   0.010   0.010   0.904   0.001   0.903   0.886  -0.460  
  1.89  -0.924   0.941   0.009   0.009   0.908   0.001   0.799   0.817  -0.305  
  1.89  -0.902   0.942   0.009   0.009   0.907   0.001   0.853   0.834  -0.383  
  1.88  -0.913   0.943   0.010   0.009   0.912   0.000   0.894   0.802  -0.432  
  1.88  -0.909   0.944   0.010   0.009   0.908   0.001   0.873   0.799  -0.409  
  1.87  -0.919   0.945   0.010   0.010   0.909   0.001   0.874   0.909  -0.407  
  1.87  -0.929   0.945   0.009   0.009   0.915   0.001   0.862   0.824  -0.379  
  1.86  -0.932   0.946   0.009   0.009   0.918   0.000   0.842   0.881  -0.351  
  1.86  -0.920   0.947   0.009   0.008   0.917   0.001   0.841   0.752  -0.350  
  1.85  -0.916   0.948   0.010   0.010   0.915   0.001   0.920   0.897  -0.459  
  1.85  -0.918   0.949   0.009   0.009   0.918   0.000   0.848   0.918  -0.352  
  1.84  -0.916   0.949   0.009   0.009   0.918   0.001   0.861   0.881  -0.376  
  1.84  -0.925   0.951   0.009   0.009   0.922   0.000   0.830   0.922  -0.323  
  1.83  -0.923   0.952   0.010   0.010   0.924   0.000   0.924   0.887  -0.453  
  1.83  -0.934   0.953   0.010   0.010   0.923   0.000   0.906   0.923  -0.428  
  1.82  -0.920   0.954   0.009   0.009   0.927   0.000   0.870   0.872  -0.372  
  1.82  -0.916   0.955   0.010   0.010   0.927   0.000   0.893   0.871  -0.401  
  1.81  -0.924   0.955   0.010   0.010   0.925   0.000   0.909   0.925  -0.427  
  1.81  -0.931   0.956   0.010   0.009   0.930   0.000   0.910   0.874  -0.424  
  1.80  -0.925   0.957   0.010   0.009   0.930   0.000   0.894   0.874  -0.398  
  1.80  -0.928   0.958   0.009   0.009   0.934   0.000   0.877   0.841  -0.368  
  1.79  -0.933   0.958   0.010   0.010   0.932   0.000   0.893   0.858  -0.395  
  1.79  -0.927   0.959   0.010   0.010   0.930   0.000   0.913   0.912  -0.424  
  1.78  -0.933   0.960   0.009   0.009   0.935   0.000   0.877   0.860  -0.368  
  1.78  -0.937   0.960   0.009   0.009   0.931   0.000   0.877   0.931  -0.371  
  1.77  -0.935   0.961   0.010   0.009   0.939   0.000   0.917   0.901  -0.418  
  1.77  -0.944   0.962   0.009   0.008   0.939   0.000   0.864   0.845  -0.340  
  1.76  -0.936   0.963   0.010   0.010   0.940   0.000   0.920   0.921  -0.418  
  1.76  -0.932   0.963   0.010   0.010   0.936   0.000   0.918   0.880  -0.421  
  1.75  -0.938   0.964   0.009   0.009   0.939   0.000   0.884   0.864  -0.367  
  1.75  -0.938   0.964   0.009   0.009   0.941   0.000   0.865   0.866  -0.338  
  1.74  -0.957   0.966   0.010   0.010   0.942   0.000   0.942   0.923  -0.444  
  1.74  -0.939   0.966   0.010   0.009   0.940   0.000   0.923   0.846  -0.419  
  1.73  -0.944   0.966   0.010   0.009   0.944   0.000   0.906   0.925  -0.390  
  1.73  -0.950   0.967   0.009   0.009   0.945   0.000   0.887   0.870  -0.362  
  1.72  -0.936   0.968   0.010   0.010   0.944   0.000   0.946   0.944  -0.445  
  1.72  -0.939   0.968   0.010   0.010   0.946   0.000   0.927   0.946  -0.416  
  1.71  -0.955   0.969   0.010   0.010   0.948   0.000   0.948   0.910  -0.442  
  1.71  -0.950   0.970   0.010   0.009   0.949   0.000   0.911   0.873  -0.387  
  1.70  -0.946   0.970   0.009   0.009   0.951   0.000   0.838   0.875  -0.279  
  1.70  -0.947   0.971   0.010   0.010   0.951   0.000   0.950   0.932  -0.439  
  1.69  -0.944   0.971   0.010   0.009   0.950   0.000   0.929   0.874  -0.413  
  1.69  -0.961   0.972   0.010   0.009   0.952   0.000   0.915   0.818  -0.387  
  1.68  -0.950   0.972   0.010   0.010   0.951   0.000   0.949   0.951  -0.439  
  1.68  -0.964   0.973   0.010   0.010   0.956   0.000   0.932   0.956  -0.409  
  1.67  -0.953   0.973   0.009   0.009   0.953   0.000   0.896   0.934  -0.359  
  1.67  -0.962   0.974   0.010   0.009   0.955   0.000   0.952   0.897  -0.438  
  1.66  -0.949   0.974   0.010   0.010   0.956   0.000   0.958   0.956  -0.438  
  1.66  -0.952   0.975   0.010   0.010   0.958   0.000   0.918   0.938  -0.382  
  1.65  -0.955   0.975   0.010   0.010   0.956   0.000   0.956   0.918  -0.438  
  1.65  -0.960   0.976   0.010   0.010   0.958   0.000   0.940   0.958  -0.411  
  1.64  -0.953   0.976   0.010   0.010   0.958   0.000   0.939   0.939  -0.410  
  1.64  -0.957   0.977   0.010   0.010   0.956   0.000   0.938   0.937  -0.411  
  1.63  -0.966   0.977   0.010   0.010   0.959   0.000   0.940   0.939  -0.410  
  1.63  -0.961   0.977   0.010   0.009   0.960   0.000   0.940   0.903  -0.408  
  1.62  -0.956   0.978   0.010   0.010   0.962   0.000   0.945   0.962  -0.408  
  1.62  -0.958   0.978   0.010   0.010   0.963   0.000   0.941   0.963  -0.406  
  1.61  -0.960   0.979   0.010   0.010   0.964   0.000   0.960   0.964  -0.432  
  1.61  -0.961   0.979   0.009   0.009   0.963   0.000   0.907   0.847  -0.353  
  1.60  -0.962   0.980   0.010   0.010   0.966   0.000   0.924   0.946  -0.377  
  1.60  -0.969   0.980   0.009   0.009   0.964   0.000   0.866   0.945  -0.297  
  1.59  -0.972   0.980   0.010   0.009   0.966   0.000   0.967   0.908  -0.434  
  1.59  -0.964   0.981   0.010   0.010   0.968   0.000   0.966   0.968  -0.431  
  1.58  -0.972   0.981   0.010   0.009   0.968   0.000   0.968   0.910  -0.432  
  1.58  -0.966   0.982   0.010   0.009   0.967   0.000   0.927   0.928  -0.378  
  1.57  -0.965   0.982   0.010   0.010   0.967   0.000   0.967   0.928  -0.432  
  1.57  -0.967   0.982   0.010   0.009   0.969   0.000   0.948   0.911  -0.403  
  1.56  -0.962   0.983   0.010   0.010   0.970   0.000   0.970   0.970  -0.431  
  1.56  -0.966   0.983   0.010   0.009   0.971   0.000   0.952   0.893  -0.403  
  1.55  -0.968   0.983   0.010   0.010   0.970   0.000   0.969   0.970  -0.431  
  1.55  -0.973   0.984   0.009   0.009   0.970   0.000   0.893   0.970  -0.321  
  1.54  -0.970   0.984   0.010   0.010   0.973   0.000   0.970   0.973  -0.428  
  1.54  -0.971   0.984   0.010   0.010   0.971   0.000   0.952   0.971  -0.403  
  1.53  -0.968   0.985   0.010   0.010   0.974   0.000   0.954   0.955  -0.401  
  1.53  -0.971   0.985   0.010   0.010   0.973   0.000   0.953   0.973  -0.401  
  1.52  -0.968   0.985   0.010   0.010   0.974   0.000   0.954   0.974  -0.401  
  1.52  -0.973   0.986   0.010   0.010   0.974   0.000   0.954   0.954  -0.401  
  1.51  -0.978   0.986   0.010   0.010   0.975   0.000   0.973   0.955  -0.428  
  1.51  -0.976   0.986   0.010   0.010   0.974   0.000   0.975   0.974  -0.429  
  1.50  -0.980   0.987   0.010   0.009   0.977   0.000   0.976   0.918  -0.427  
  1.50  -0.974   0.987   0.010   0.010   0.976   0.000   0.955   0.957  -0.399  
  1.49  -0.981   0.987   0.010   0.010   0.975   0.000   0.957   0.956  -0.401  
  1.49  -0.976   0.987   0.009   0.009   0.978   0.000   0.919   0.978  -0.344  
  1.48  -0.985   0.988   0.010   0.009   0.978   0.000   0.977   0.899  -0.426  
  1.48  -0.972   0.988   0.010   0.010   0.978   0.000   0.979   0.978  -0.427  
  1.47  -0.981   0.988   0.010   0.010   0.978   0.000   0.979   0.939  -0.427  
  1.47  -0.979   0.988   0.010   0.010   0.980   0.000   0.981   0.980  -0.426  
  1.46  -0.979   0.989   0.010   0.010   0.979   0.000   0.960   0.959  -0.399  
  1.46  -0.976   0.989   0.010   0.010   0.980   0.000   0.978   0.960  -0.425  
  1.45  -0.984   0.989   0.010   0.010   0.980   0.000   0.941   0.980  -0.370  
  1.45  -0.978   0.989   0.010   0.010   0.982   0.000   0.982   0.963  -0.424  
  1.44  -0.976   0.990   0.010   0.010   0.980   0.000   0.982   0.960  -0.426  
  1.44  -0.986   0.990   0.010   0.010   0.981   0.000   0.980   0.961  -0.425  
  1.43  -0.980   0.990   0.010   0.010   0.981   0.000   0.982   0.981  -0.426  
  1.43  -0.984   0.990   0.010   0.010   0.981   0.000   0.961   0.981  -0.397  
  1.42  -0.984   0.990   0.010   0.010   0.982   0.000   0.982   0.963  -0.424  
  1.42  -0.984   0.991   0.010   0.010   0.983   0.000   0.962   0.983  -0.396  
  1.41  -0.980   0.991   0.010   0.010   0.985   0.000   0.984   0.985  -0.423  
  1.41  -0.984   0.991   0.010   0.009   0.984   0.000   0.944   0.944  -0.368  
  1.40  -0.983   0.991   0.010   0.010   0.984   0.000   0.985   0.984  -0.423  
  1.40  -0.985   0.992   0.010   0.010   0.985   0.000   0.984   0.985  -0.422  
  1.39  -0.983   0.992   0.010   0.010   0.985   0.000   0.985   0.985  -0.423  
  1.39  -0.986   0.992   0.010   0.010   0.985   0.000   0.966   0.985  -0.395  
  1.38  -0.988   0.992   0.010   0.010   0.986   0.000   0.967   0.986  -0.394  
  1.38  -0.985   0.992   0.010   0.010   0.987   0.000   0.967   0.987  -0.394  
  1.37  -0.986   0.993   0.010   0.010   0.986   0.000   0.985   0.986  -0.421  
  1.37  -0.989   0.993   0.010   0.010   0.986   0.000   0.948   0.986  -0.367  
  1.36  -0.985   0.993   0.010   0.010   0.987   0.000   0.988   0.987  -0.422  
  1.36  -0.988   0.993   0.010   0.010   0.987   0.000   0.987   0.987  -0.421  
  1.35  -0.987   0.993   0.010   0.009   0.988   0.000   0.948   0.948  -0.365  
  1.35  -0.987   0.993   0.010   0.010   0.989   0.000   0.987   0.949  -0.420  
  1.34  -0.987   0.994   0.010   0.010   0.988   0.000   0.987   0.988  -0.421  
  1.34  -0.988   0.994   0.010   0.010   0.988   0.000   0.988   0.988  -0.421  
  1.33  -0.988   0.994   0.010   0.010   0.989   0.000   0.988   0.989  -0.420  
  1.33  -0.987   0.994   0.010   0.010   0.988   0.000   0.988   0.988  -0.421  
  1.32  -0.985   0.994   0.010   0.010   0.989   0.000   0.969   0.989  -0.393  
  1.32  -0.988   0.994   0.010   0.010   0.989   0.000   0.989   0.989  -0.421  
  1.31  -0.986   0.994   0.010   0.010   0.990   0.000   0.970   0.990  -0.392  
  1.31  -0.987   0.995   0.010   0.010   0.991   0.000   0.990   0.991  -0.419  
  1.30  -0.992   0.995   0.010   0.010   0.991   0.000   0.952   0.991  -0.364  
  1.30  -0.990   0.995   0.010   0.010   0.990   0.000   0.970   0.970  -0.392  
  1.29  -0.993   0.995   0.010   0.010   0.991   0.000   0.990   0.991  -0.419  
  1.29  -0.990   0.995   0.010   0.010   0.990   0.000   0.991   0.990  -0.420  
  1.28  -0.993   0.995   0.010   0.010   0.992   0.000   0.991   0.992  -0.419  
  1.28  -0.992   0.995   0.010   0.010   0.991   0.000   0.992   0.991  -0.420  
  1.27  -0.993   0.996   0.010   0.010   0.991   0.000   0.972   0.991  -0.392  
  1.27  -0.992   0.996   0.010   0.010   0.992   0.000   0.991   0.992  -0.418  
  1.26  -0.993   0.996   0.010   0.010   0.992   0.000   0.972   0.992  -0.391  
  1.26  -0.993   0.996   0.010   0.010   0.993   0.000   0.992   0.993  -0.418  
  1.25  -0.991   0.996   0.010   0.010   0.993   0.000   0.993   0.993  -0.419  
  1.25  -0.990   0.996   0.010   0.010   0.994   0.000   0.973   0.994  -0.389  
  1.24  -0.993   0.996   0.010   0.010   0.993   0.000   0.993   0.993  -0.418  
  1.24  -0.992   0.996   0.010   0.010   0.993   0.000   0.993   0.993  -0.418  
  1.23  -0.993   0.996   0.010   0.010   0.993   0.000   0.993   0.993  -0.418  
  1.23  -0.995   0.997   0.010   0.010   0.993   0.000   0.993   0.993  -0.418  
  1.22  -0.993   0.997   0.010   0.010   0.994   0.000   0.994   0.994  -0.418  
  1.22  -0.994   0.997   0.010   0.010   0.994   0.000   0.994   0.994  -0.418  
  1.21  -0.994   0.997   0.010   0.010   0.993   0.000   0.993   0.993  -0.418  
  1.21  -0.995   0.997   0.010   0.010   0.995  -0.000   0.994   0.995  -0.417  
  1.20  -0.998   0.997   0.010   0.010   0.993   0.000   0.974   0.993  -0.390  
  1.20  -0.995   0.997   0.010   0.010   0.995   0.000   0.974   0.995  -0.389  
  1.19  -0.997   0.997   0.010   0.010   0.995   0.000   0.976   0.995  -0.390  
  1.19  -0.995   0.997   0.010   0.010   0.995   0.000   0.995   0.995  -0.417  
  1.18  -0.995   0.997   0.010   0.010   0.995   0.000   0.995   0.995  -0.417  
  1.18  -0.994   0.997   0.010   0.010   0.995   0.000   0.995   0.995  -0.417  
  1.17  -0.996   0.997   0.010   0.010   0.995  -0.000   0.996   0.995  -0.418  
  1.17  -0.996   0.998   0.010   0.010   0.995   0.000   0.995   0.995  -0.417  
  1.16  -0.995   0.998   0.010   0.010   0.995   0.000   0.995   0.995  -0.417  
  1.16  -0.994   0.998   0.010   0.010   0.996   0.000   0.996   0.996  -0.417  
  1.15  -0.994   0.998   0.010   0.010   0.997   0.000   0.996   0.997  -0.416  
  1.15  -0.994   0.998   0.010   0.010   0.996   0.000   0.996   0.996  -0.416  
  1.14  -0.996   0.998   0.010   0.010   0.997  -0.000   0.995   0.977  -0.416  
  1.14  -0.995   0.998   0.010   0.010   0.996   0.000   0.996   0.996  -0.416  
  1.13  -0.998   0.998   0.010   0.010   0.996   0.000   0.977   0.996  -0.388  
  1.13  -0.999   0.998   0.010   0.010   0.996   0.000   0.996   0.996  -0.416  
  1.12  -0.996   0.998   0.010   0.010   0.997   0.000   0.997   0.997  -0.416  
  1.12  -0.997   0.998   0.010   0.010   0.996   0.000   0.997   0.996  -0.416  
  1.11  -0.997   0.998   0.010   0.010   0.996   0.000   0.997   0.996  -0.416  
  1.11  -0.996   0.998   0.010   0.010   0.996   0.000   0.997   0.996  -0.417  
  1.10  -0.997   0.998   0.010   0.010   0.997   0.000   0.998   0.997  -0.416  
  1.10  -0.998   0.999   0.010   0.010   0.997  -0.000   0.997   0.997  -0.416  
  1.09  -0.998   0.999   0.010   0.010   0.997   0.000   0.977   0.997  -0.388  
  1.09  -0.998   0.999   0.010   0.010   0.997   0.000   0.997   0.997  -0.416  
  1.08  -0.998   0.999   0.010   0.010   0.997   0.000   0.977   0.997  -0.387  
  1.08  -0.997   0.999   0.010   0.010   0.997  -0.000   0.997   0.997  -0.415  
  1.07  -0.996   0.999   0.010   0.010   0.997  -0.000   0.997   0.997  -0.416  
  1.07  -0.996   0.999   0.010   0.010   0.997   0.000   0.998   0.997  -0.416  
  1.06  -0.996   0.999   0.010   0.010   0.997  -0.000   0.998   0.997  -0.416  
  1.06  -0.997   0.999   0.010   0.010   0.998   0.000   0.997   0.998  -0.416  
  1.05  -0.998   0.999   0.010   0.010   0.998   0.000   0.998   0.998  -0.415  
  1.05  -0.997   0.999   0.010   0.010   0.998   0.000   0.998   0.998  -0.415  
  1.04  -0.998   0.999   0.010   0.010   0.998   0.000   0.998   0.998  -0.415  
  1.04  -1.000   0.999   0.010   0.010   0.998   0.000   0.998   0.998  -0.415  
  1.03  -0.998   0.999   0.010   0.010   0.998  -0.000   0.998   0.998  -0.415  
  1.03  -1.000   0.999   0.010   0.010   0.998   0.000   0.998   0.998  -0.415  
  1.02  -0.997   0.999   0.010   0.010   0.999   0.000   0.998   0.999  -0.415  
  1.02  -0.998   0.999   0.010   0.010   0.998   0.000   0.998   0.998  -0.415  
  1.01  -0.999   0.999   0.010   0.010   0.999  -0.000   0.998   0.959  -0.415  
  1.01  -0.999   0.999   0.010   0.010   0.999   0.000   0.998   0.999  -0.415  
  1.00  -0.999   0.999   0.010   0.010   0.999   0.000   0.999   0.999  -0.415  
  1.00  -0.998   0.999   0.010   0.010   0.999  -0.000   0.999   0.999  -0.415  
  0.99  -0.998   0.999   0.010   0.010   0.998   0.000   0.999   0.998  -0.415  
  0.99  -0.998   0.999   0.010   0.010   0.999   0.000   0.999   0.999  -0.415  
  0.98  -0.998   0.999   0.010   0.010   0.998  -0.000   0.999   0.998  -0.415  
  0.98  -0.999   0.999   0.010   0.010   0.999   0.000   0.999   0.999  -0.415  
  0.97  -0.999   0.999   0.010   0.010   0.999   0.000   0.999   0.999  -0.415  
  0.97  -0.999   0.999   0.010   0.010   0.999   0.000   0.999   0.999  -0.414  
  0.96  -0.999   0.999   0.010   0.010   0.999  -0.000   0.999   0.999  -0.415  
  0.96  -0.999   1.000   0.010   0.010   0.999  -0.000   0.999   0.999  -0.415  
  0.95  -0.999   1.000   0.010   0.010   0.999   0.000   0.999   0.999  -0.415  
  0.95  -0.998   1.000   0.010   0.010   0.999   0.000   0.999   0.999  -0.415  
  0.94  -0.999   1.000   0.010   0.010   0.999   0.000   0.999   0.999  -0.415  
  0.94  -0.999   1.000   0.010   0.010   0.999   0.000   0.999   0.999  -0.415  
  0.93  -1.000   1.000   0.010   0.010   0.999   0.000   0.999   0.999  -0.415  
  0.93  -0.999   1.000   0.010   0.010   0.999  -0.000   0.999   0.999  -0.415  
  0.92  -1.000   1.000   0.010   0.010   0.999  -0.000   0.979   0.999  -0.387  
  0.92  -0.999   1.000   0.010   0.010   0.999   0.000   0.999   0.999  -0.414  
  0.91  -0.999   1.000   0.010   0.010   0.999  -0.000   1.000   0.999  -0.415  
  0.91  -1.000   1.000   0.010   0.010   0.999   0.000   0.999   0.999  -0.415  
  0.90  -0.999   1.000   0.010   0.010   1.000  -0.000   1.000   1.000  -0.415  
  0.90  -0.999   1.000   0.010   0.010   0.999  -0.000   0.999   0.999  -0.414  
  0.89  -1.000   1.000   0.010   0.010   0.999  -0.000   0.999   0.999  -0.415  
  0.89  -0.999   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
  0.88  -0.999   1.000   0.010   0.010   1.000  -0.000   1.000   1.000  -0.414  
  0.88  -1.000   1.000   0.010   0.010   0.999   0.000   1.000   0.999  -0.415  
  0.87  -0.999   1.000   0.010   0.010   1.000  -0.000   1.000   1.000  -0.414  
  0.87  -0.999   1.000   0.010   0.010   1.000  -0.000   1.000   1.000  -0.414  
  0.86  -1.000   1.000   0.010   0.010   1.000  -0.000   1.000   1.000  -0.414  
  0.86  -0.999   1.000   0.010   0.010   1.000  -0.000   1.000   1.000  -0.414  
  0.85  -0.999   1.000   0.010   0.010   1.000  -0.000   1.000   1.000  -0.414  
  0.85  -1.000   1.000   0.010   0.010   1.000  -0.000   1.000   1.000  -0.414  
  0.84  -0.999   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
  0.84  -1.000   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
  0.83  -0.999   1.000   0.010   0.010   1.000  -0.000   1.000   1.000  -0.414  
  0.83  -1.001   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.415  
  0.82  -1.000   1.000   0.010   0.010   1.000  -0.000   1.000   1.000  -0.414  
  0.82  -1.000   1.000   0.010   0.010   1.000  -0.000   1.000   1.000  -0.414  
  0.81  -1.000   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
  0.81  -1.000   1.000   0.010   0.010   1.000  -0.000   1.000   1.000  -0.414  
  0.80  -1.000   1.000   0.010   0.010   1.000  -0.000   1.000   1.000  -0.414  
  0.80  -1.000   1.000   0.010   0.010   1.000  -0.000   1.000   1.000  -0.414  
  0.79  -1.000   1.000   0.010   0.010   1.000  -0.000   1.000   1.000  -0.414  
  0.79  -1.000   1.000   0.010   0.010   1.000  -0.000   1.000   1.000  -0.414  
  0.78  -1.000   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
  0.78  -1.000   1.000   0.010   0.010   1.000  -0.000   1.000   1.000  -0.414  
  0.77  -1.000   1.000   0.010   0.010   1.000  -0.000   1.000   1.000  -0.414  
  0.77  -1.000   1.000   0.010   0.010   1.000  -0.000   1.000   1.000  -0.414  
  0.76  -1.000   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
  0.76  -1.000   1.000   0.010   0.010   1.000  -0.000   1.000   1.000  -0.414  
  0.75  -1.000   1.000   0.010   0.010   1.000  -0.000   1.000   1.000  -0.414  
  0.75  -1.000   1.000   0.010   0.010   1.000  -0.000   1.000   1.000  -0.414  
  0.74  -1.000   1.000   0.010   0.010   1.000  -0.000   1.000   1.000  -0.414  
  0.74  -1.000   1.000   0.010   0.010   1.000  -0.000   1.000   1.000  -0.414  
  0.73  -1.000   1.000   0.010   0.010   1.000  -0.000   1.000   1.000  -0.414  
  0.73  -1.000   1.000   0.010   0.010   1.000  -0.000   1.000   1.000  -0.414  
  0.72  -1.000   1.000   0.010   0.010   1.000  -0.000   1.000   1.000  -0.414  
  0.72  -1.000   1.000   0.010   0.010   1.000  -0.000   1.000   1.000  -0.414  
  0.71  -1.000   1.000   0.010   0.010   1.000  -0.000   1.000   1.000  -0.414  
  0.71  -1.000   1.000   0.010   0.010   1.000  -0.000   1.000   1.000  -0.414  
  0.70  -1.000   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
  0.70  -1.000   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
  0.69  -1.000   1.000   0.010   0.010   1.000  -0.000   1.000   1.000  -0.414  
  0.69  -1.000   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
  0.68  -1.000   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
  0.68  -1.000   1.000   0.010   0.010   1.000  -0.000   1.000   1.000  -0.414  
  0.67  -1.000   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
  0.67  -1.000   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
  0.66  -1.000   1.000   0.010   0.010   1.000  -0.000   1.000   1.000  -0.414  
  0.66  -1.000   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
  0.65  -1.000   1.000   0.010   0.010   1.000  -0.000   1.000   1.000  -0.414  
  0.65  -1.000   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
  0.64  -1.000   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
  0.64  -1.000   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
  0.63  -1.000   1.000   0.010   0.010   1.000  -0.000   1.000   1.000  -0.414  
  0.63  -1.000   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
  0.62  -1.000   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
  0.62  -1.000   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
  0.61  -1.000   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
  0.61  -1.000   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
  0.60  -1.000   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
  0.60  -1.000   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
  0.59  -1.000   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
  0.59  -1.000   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
  0.58  -1.000   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
  0.58  -1.000   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
  0.57  -1.000   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
  0.57  -1.000   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
  0.56  -1.000   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
  0.56  -1.000   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
  0.55  -1.000   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
  0.55  -1.000   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
  0.54  -1.000   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
  0.54  -1.000   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
  0.53  -1.000   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
  0.53  -1.000   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
  0.52  -1.000   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
  0.52  -1.000   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
  0.51  -1.000   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
  0.51  -1.000   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
  0.50  -1.000   1.000   0.010   0.010   1.000   0.000   1.000   1.000  -0.414  
